query_idx,unified_id,ticket_id,category,severity,query_length,Dense_Only_recall@1,Dense_Only_recall@3,Dense_Only_recall@5,Dense_Only_recall@10,Dense_Only_mrr,Dense_Only_ndcg@5,Dense_Only_ndcg@10,Dense_Only_latency_ms,BM25_Only_recall@1,BM25_Only_recall@3,BM25_Only_recall@5,BM25_Only_recall@10,BM25_Only_mrr,BM25_Only_ndcg@5,BM25_Only_ndcg@10,BM25_Only_latency_ms,Hybrid_NoRerank_recall@1,Hybrid_NoRerank_recall@3,Hybrid_NoRerank_recall@5,Hybrid_NoRerank_recall@10,Hybrid_NoRerank_mrr,Hybrid_NoRerank_ndcg@5,Hybrid_NoRerank_ndcg@10,Hybrid_NoRerank_latency_ms,Hybrid_Rerank_recall@1,Hybrid_Rerank_recall@3,Hybrid_Rerank_recall@5,Hybrid_Rerank_recall@10,Hybrid_Rerank_mrr,Hybrid_Rerank_ndcg@5,Hybrid_Rerank_ndcg@10,Hybrid_Rerank_latency_ms
342,U-000342,ITS-00343,Network,Low,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402.9
343,U-000343,ITS-00344,Network,Medium,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.1
344,U-000344,ITS-00345,Account,Medium,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.8
345,U-000345,ITS-00346,Incident,Medium,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,396.0
346,U-000346,ITS-00347,Software,Medium,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.5
347,U-000347,ITS-00348,Account,Medium,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.6
348,U-000348,ITS-00349,Incident,Medium,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415.0
349,U-000349,ITS-00350,Hardware,Medium,242,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3010299956639812,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5
350,U-000350,ITS-00351,Hardware,Low,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.7
351,U-000351,ITS-00352,Network,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,393.3
352,U-000352,ITS-00353,Network,Low,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,342.7
353,U-000353,ITS-00354,Hardware,Low,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.5
354,U-000354,ITS-00355,Incident,Medium,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368.3
355,U-000355,ITS-00356,Software,Low,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.7
356,U-000356,ITS-00357,Incident,Low,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,432.9
357,U-000357,ITS-00358,Hardware,Medium,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.0
358,U-000358,ITS-00359,Hardware,High,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325.5
359,U-000359,ITS-00360,Account,Medium,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,365.5
360,U-000360,ITS-00361,Incident,Low,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.4
361,U-000361,ITS-00362,Software,Medium,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332.8
362,U-000362,ITS-00363,Software,Medium,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,345.8
363,U-000363,ITS-00364,Hardware,Critical,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.6
364,U-000364,ITS-00365,Software,Critical,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.6
365,U-000365,ITS-00366,Account,Low,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,338.8
366,U-000366,ITS-00367,Incident,Low,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368.5
367,U-000367,ITS-00368,Hardware,Low,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358.8
368,U-000368,ITS-00369,Incident,High,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,403.1
369,U-000369,ITS-00370,Network,Medium,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.4
370,U-000370,ITS-00371,Incident,Medium,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,393.1
371,U-000371,ITS-00372,Account,Low,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.7
372,U-000372,ITS-00373,Software,Medium,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.2
373,U-000373,ITS-00374,Account,Low,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,345.9
374,U-000374,ITS-00375,Incident,Low,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,390.2
375,U-000375,ITS-00376,Hardware,Low,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.8
376,U-000376,ITS-00377,Hardware,High,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.9
377,U-000377,ITS-00378,Hardware,Medium,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.5
378,U-000378,ITS-00379,Incident,Medium,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,436.7
379,U-000379,ITS-00380,Hardware,Low,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,310.8
380,U-000380,ITS-00381,Incident,Medium,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358.2
381,U-000381,ITS-00382,Hardware,Low,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359.6
382,U-000382,ITS-00383,Network,Medium,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352.7
383,U-000383,ITS-00384,Incident,High,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.0
384,U-000384,ITS-00385,Incident,Low,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,375.2
385,U-000385,ITS-00386,Network,Medium,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,429.5
386,U-000386,ITS-00387,Hardware,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,384.2
387,U-000387,ITS-00388,Incident,Low,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,475.2
388,U-000388,ITS-00389,Network,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,389.5
389,U-000389,ITS-00390,Account,Medium,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348.9
390,U-000390,ITS-00391,Software,Medium,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.5
391,U-000391,ITS-00392,Account,High,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.7
392,U-000392,ITS-00393,Incident,Critical,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,422.2
393,U-000393,ITS-00394,Hardware,Low,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327.3
394,U-000394,ITS-00395,Software,Medium,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.0
395,U-000395,ITS-00396,Hardware,Medium,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.9
396,U-000396,ITS-00397,Incident,Medium,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.1
397,U-000397,ITS-00398,Account,Medium,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,390.9
398,U-000398,ITS-00399,Software,Low,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,386.0
399,U-000399,ITS-00400,Software,Medium,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.4
400,U-000400,ITS-00401,Hardware,Medium,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355.7
401,U-000401,ITS-00402,Incident,High,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,404.0
402,U-000402,ITS-00403,Incident,Critical,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420.9
403,U-000403,ITS-00404,Hardware,Medium,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.5
404,U-000404,ITS-00405,Software,Low,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369.0
405,U-000405,ITS-00406,Incident,Medium,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,378.8
406,U-000406,ITS-00407,Incident,Medium,274,0.0,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.8
407,U-000407,ITS-00408,Hardware,High,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.2
408,U-000408,ITS-00409,Network,Medium,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,374.6
409,U-000409,ITS-00410,Software,Medium,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,343.7
410,U-000410,ITS-00411,Network,Medium,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.1
411,U-000411,ITS-00412,Account,High,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,390.1
412,U-000412,ITS-00413,Account,Medium,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.2
413,U-000413,ITS-00414,Account,Low,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,331.7
414,U-000414,ITS-00415,Hardware,Low,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.2
415,U-000415,ITS-00416,Hardware,Critical,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352.9
416,U-000416,ITS-00417,Account,Medium,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.1
417,U-000417,ITS-00418,Network,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.9
418,U-000418,ITS-00419,Account,Low,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,374.2
419,U-000419,ITS-00420,Software,Medium,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,331.6
420,U-000420,ITS-00421,Software,Low,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369.5
421,U-000421,ITS-00422,Hardware,Medium,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.7
422,U-000422,ITS-00423,Incident,Low,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.7
423,U-000423,ITS-00424,Account,Low,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.9
424,U-000424,ITS-00425,Hardware,High,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359.6
425,U-000425,ITS-00426,Hardware,Medium,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,311.8
426,U-000426,ITS-00427,Hardware,High,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.3
427,U-000427,ITS-00428,Network,Low,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.9
428,U-000428,ITS-00429,Hardware,Critical,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368.8
429,U-000429,ITS-00430,Software,High,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.1
430,U-000430,ITS-00431,Software,Critical,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,365.8
